q = [
0.040419, 0.053024, 0.052853, 0.074528, 0.099004, 0.158633, 0.274341, 0.500034, 0.970118;
0.045236, 0.057129, 0.063338, 0.071174, 0.092353, 0.167036, 0.266122, 0.497129, 0.954341;
0.045447, 0.060984, 0.063322, 0.069394, 0.099650, 0.168872, 0.273121, 0.498391, 0.972904;
0.049413, 0.061374, 0.055571, 0.062300, 0.096765, 0.164439, 0.276080, 0.488796, 0.981727;
0.057976, 0.055703, 0.059305, 0.058040, 0.092321, 0.162939, 0.270348, 0.491594, 0.985215;
0.051747, 0.057738, 0.053555, 0.082576, 0.093967, 0.157056, 0.281033, 0.493535, 1.028409;
0.044696, 0.058136, 0.067472, 0.056511, 0.094608, 0.165922, 0.265051, 0.491860, 0.972394;
0.044916, 0.054729, 0.052939, 0.070053, 0.093534, 0.157701, 0.272245, 0.488992, 1.003616;
0.043004, 0.054299, 0.049591, 0.067946, 0.102959, 0.162123, 0.285133, 0.496236, 0.980942;
0.057055, 0.053514, 0.054257, 0.070741, 0.106072, 0.155569, 0.266572, 0.504351, 1.007698;
